id,stock_id,price,recorded_at
9c33d76b-d71e-4043-95b1-93193b0173bb,81721a6c-bb8f-49b6-ae5f-a4b542eaa476,488.68,2026-07-17 22:00:00
2e7e7a40-1f6f-4be6-8851-8631d7fc5553,3074462a-ec77-48fd-bd7d-319cfcbe6458,753.99,2026-07-05 18:00:00
f4e7468f-70c3-4e93-9879-e59a90639e14,3074462a-ec77-48fd-bd7d-319cfcbe6458,746.8,2026-07-07 07:00:00
75b642e3-d9be-4d5a-9c1a-d26ee0cd5f21,e3cd99da-3ec1-48d4-a618-5a873e8d4a2a,166.56,2026-07-18 18:00:00
ac8d1b4d-97e5-4521-83d8-2cc6f303b0a7,e3cd99da-3ec1-48d4-a618-5a873e8d4a2a,150.54,2026-07-24 21:00:00
2a88e264-d0c7-4b82-9781-d50099f3b54a,74205cef-c35c-4d17-92c5-66bf5d7e465c,468.52,2026-08-04 10:00:00
663c4bfa-be1b-435c-80b3-9dd8fd988a14,74205cef-c35c-4d17-92c5-66bf5d7e465c,454.05,2026-08-07 23:00:00
2ef20b25-f814-4a7f-9f18-e07feccf2039,5c290ad6-4419-49e8-9025-3bfa9d140248,276.75,2026-07-07 15:00:00
63c2583f-c28a-4b4e-b7b7-aae270b1e47d,5c290ad6-4419-49e8-9025-3bfa9d140248,286.55,2026-08-28 15:00:00
e852f31f-f297-47b1-8f11-130597be30f3,796d978e-4f77-404d-a908-7fafebef7d1b,149.91,2026-07-02 00:00:00
e9e71528-b9f5-47fd-9e15-585bf16e6310,796d978e-4f77-404d-a908-7fafebef7d1b,136.34,2026-08-08 02:00:00
8efa58a7-163d-45f9-a2d9-1f0d7eb0252e,d1b0b1e2-79c0-4bf7-99df-1c7b05c5ddc9,503.48,2026-07-13 03:00:00
946994c5-21b7-4c19-a1a0-ad9d371f2acb,d1b0b1e2-79c0-4bf7-99df-1c7b05c5ddc9,532.43,2026-07-03 12:00:00
fa9480e9-70a2-422a-8cff-6380ae501977,399d83f5-565c-49e7-b66f-a6b3007afa6c,745.44,2026-08-24 10:00:00
f67da90b-e398-4a1d-bf56-d55added629c,399d83f5-565c-49e7-b66f-a6b3007afa6c,750.96,2026-07-29 03:00:00
d3ed3709-6823-4170-8ac7-e7910f16c5bf,dd5480fb-dee9-4172-9eea-a1150c268f5d,778.68,2026-08-26 04:00:00
ea5164e8-ebf4-4dca-bd25-d80709a33fb2,dd5480fb-dee9-4172-9eea-a1150c268f5d,793.31,2026-07-18 15:00:00
1c9645f0-a5f6-4fa2-8858-12bfa6e82966,286fee44-cac0-4e9d-83da-520cc556d92a,618.75,2026-08-14 07:00:00
317f5111-8019-49de-b79b-8ba7bf0cf3ab,286fee44-cac0-4e9d-83da-520cc556d92a,634.04,2026-07-01 19:00:00
f2dd6270-cd5a-4c11-9c20-24c540e1f4b2,c705dd9d-dd6a-4f70-98f8-fc1d917cdd3a,199.03,2026-08-23 20:00:00
c537a50e-b25f-4178-a4d9-822ade04df67,c705dd9d-dd6a-4f70-98f8-fc1d917cdd3a,212.54,2026-08-16 12:00:00
28a0e49c-8b2b-41c4-a119-e8a39500306d,3cdfcf4a-2797-42dd-a080-3e64aea4ae24,37.01,2026-07-31 03:00:00
4b86ea2e-5ecd-4e04-94fb-53a14fe61101,3cdfcf4a-2797-42dd-a080-3e64aea4ae24,29.51,2026-07-17 19:00:00
53611b64-d731-4474-918d-5e59c6535006,d06cc6a6-f3d0-447f-b13d-1d020197a141,568.77,2026-07-28 11:00:00
5169bcea-6097-4ada-a79a-4519ab66dd7d,d06cc6a6-f3d0-447f-b13d-1d020197a141,562.93,2026-08-07 16:00:00
8fa8d97f-4a24-4919-b154-5fb3835b118f,d9fae5d7-441a-45be-84ee-d76e183f814f,688.35,2026-07-21 08:00:00
132df8c0-f3a5-4330-a9b3-c4633874cef2,d9fae5d7-441a-45be-84ee-d76e183f814f,685.52,2026-07-03 12:00:00
b1bc8a31-743f-496b-9d2a-0d5c47b069e3,bbac7a60-e7c2-4972-9b6f-c7ae0ca8ff81,141.36,2026-08-10 06:00:00
015af6d1-7b10-4f17-bd5c-174b8da1c1f2,bbac7a60-e7c2-4972-9b6f-c7ae0ca8ff81,134.88,2026-07-16 16:00:00
ae17614b-0e18-4a08-a7f0-f2d706ee5704,0168d7cc-4310-46bd-95c7-78d6787119a3,465.7,2026-08-23 21:00:00
3ca75750-3928-44f8-bbf4-0aca1633271a,0168d7cc-4310-46bd-95c7-78d6787119a3,469.09,2026-07-01 16:00:00
6835705b-3ba8-4789-adb2-b6278de285fd,82a2abb5-144f-4b91-9a4d-243f537f6bd0,581.57,2026-08-06 20:00:00
e3f86d24-36cc-46c7-962b-21b25ceba083,82a2abb5-144f-4b91-9a4d-243f537f6bd0,585.7,2026-07-24 22:00:00
d4e640cd-2d33-4c1c-b7c5-7b6d38ab809d,a6bb2001-6e2a-4bb9-a2a3-226aaccc48e9,541.1,2026-08-23 11:00:00
207fd83b-edb1-4d7f-8131-55e46622581e,a6bb2001-6e2a-4bb9-a2a3-226aaccc48e9,519.29,2026-08-28 21:00:00
7decfafa-b8f6-40ce-bdd2-51c159b32207,0860f9c0-8fbf-4a45-97d3-4cefb759854c,153.3,2026-08-27 02:00:00
1d6f8716-0035-4c39-a273-9050d4d16fd7,0860f9c0-8fbf-4a45-97d3-4cefb759854c,155.06,2026-08-23 04:00:00
399f73d8-81c7-49cc-a8ea-8be9f7a23ef2,fc6f649f-59c9-46c3-a71c-e6f637870e87,762.54,2026-08-05 12:00:00
d12a9ebe-c926-4584-b90d-fccd6764a460,fc6f649f-59c9-46c3-a71c-e6f637870e87,792.26,2026-07-21 12:00:00
ff6b843f-bfc3-4345-b768-54105798de8d,8fa174b6-4c96-4b02-8cf4-258fbe2eb2a2,615.21,2026-07-25 05:00:00
6e1e5fb1-3193-45e2-9b8d-961b4ff10a52,8fa174b6-4c96-4b02-8cf4-258fbe2eb2a2,605.21,2026-07-09 06:00:00
dc4b3744-f19e-4aa9-b802-0168f753855a,08899a47-5001-4af2-a49c-8ce951cda618,154.23,2026-08-13 19:00:00
62faed84-2ca5-43b5-9b0a-39b8c563055b,08899a47-5001-4af2-a49c-8ce951cda618,158.81,2026-07-10 21:00:00
f811eb9c-8ba7-44e1-a3ef-e3774b05cd95,b50d7e92-c5e2-432d-82cb-a0f350c276f3,758.06,2026-08-21 10:00:00
d739f943-1214-4bba-ba48-9f7a9ac52da3,b50d7e92-c5e2-432d-82cb-a0f350c276f3,757.32,2026-08-14 06:00:00
8a503828-432e-4f4a-af5a-2cc4f6c4dcc4,49e5bdcd-fa97-4308-b2a4-9bb59de4e5ee,522.68,2026-07-22 00:00:00
53339c16-88fe-4ef6-ba76-dfb7dc651e7d,49e5bdcd-fa97-4308-b2a4-9bb59de4e5ee,505.2,2026-07-08 13:00:00
3bdd5c58-149f-4a72-8f27-67b94086c069,5145a13d-ed52-4669-881d-0b4527898e7a,771.16,2026-08-18 17:00:00
0f15e4a9-7482-4f0b-88bd-bc99339405ff,5145a13d-ed52-4669-881d-0b4527898e7a,787.5,2026-07-04 17:00:00
6a14c004-ecdc-4b92-8e5b-aeef9ae9b517,7d910eab-9f21-46e8-a3c3-d495c91c5a80,510.78,2026-07-03 05:00:00
87e45b38-6a7c-431a-bc88-1e0d558eefd6,7d910eab-9f21-46e8-a3c3-d495c91c5a80,508.65,2026-07-19 23:00:00
055ad9c2-1e44-4c2d-b778-c9907f556cb5,b2516055-f9db-4adb-bdf9-2700acabcaf7,807.52,2026-08-24 22:00:00
fef2118d-b13a-4576-a094-df2d65e3a45a,b2516055-f9db-4adb-bdf9-2700acabcaf7,810.34,2026-08-20 13:00:00
43881d83-d551-4f14-bb40-908ce57b3d1b,30dcb555-fc49-4e6d-826c-981649c84643,727.31,2026-08-07 20:00:00
0c0f1e59-be9e-422d-819f-e7d79e8d7510,30dcb555-fc49-4e6d-826c-981649c84643,697.9,2026-08-06 17:00:00
1784d00e-e906-498a-8fa4-5597bb7f975c,b0428f03-5b90-46fd-b94a-a5861f266cc8,282.33,2026-08-01 01:00:00
1ee4d400-19d4-4a7b-a3eb-1cbb32b99985,b0428f03-5b90-46fd-b94a-a5861f266cc8,264.35,2026-07-22 01:00:00
71eb8bad-d173-4297-b385-d08da0b98e81,27bd77f7-2505-48ce-a190-dfbfd6b33c98,562.76,2026-07-14 06:00:00
f62e0f05-e83d-460b-a2e4-8c6a03412f6f,27bd77f7-2505-48ce-a190-dfbfd6b33c98,566.19,2026-08-09 21:00:00
d1639a58-1d84-40f7-afc1-a8a1a74781bd,a76ccae3-940b-429c-86fd-ebaf8ee6f87e,104.81,2026-07-30 18:00:00
2d2b7f79-04be-4eab-9fe6-1dcebda58d5a,a76ccae3-940b-429c-86fd-ebaf8ee6f87e,104.46,2026-08-10 05:00:00
eea16721-b48b-401d-8728-4c4778f4f7f2,fe583c7c-41c5-4750-9dee-96a2224a93fe,553.44,2026-08-08 23:00:00
265867a3-0d34-4ac5-a837-ae916ccfecc7,fe583c7c-41c5-4750-9dee-96a2224a93fe,540.36,2026-08-27 06:00:00
6a8db70c-77ee-4e6e-af2d-9c93e3edbdec,3ae6ca71-5091-4404-a359-bd29b543fe4c,195.67,2026-07-11 18:00:00
1cc1e19b-ef67-4bdc-8b9d-96b950b96315,3ae6ca71-5091-4404-a359-bd29b543fe4c,202.99,2026-08-03 10:00:00
09388bc0-79ed-4a43-966f-7dfeb2259626,8c644553-3480-4a19-8cde-763a1989bec2,553.43,2026-07-27 21:00:00
a2323dc0-7cee-449a-a03e-dfab77cd5b9a,8c644553-3480-4a19-8cde-763a1989bec2,552.88,2026-08-01 20:00:00
450e79d6-a12d-4c28-92a4-5658f61e38ed,8c33bdbf-8a00-4659-b3c1-97a6365bd153,431.66,2026-08-30 21:00:00
80fde039-6d3a-4d7c-84da-b458a3774402,8c33bdbf-8a00-4659-b3c1-97a6365bd153,423.48,2026-07-23 01:00:00
efffd609-f46f-47c4-8cd3-331552611125,d9eba323-ee07-4293-ab89-cf6b66bda8f6,528.72,2026-08-12 22:00:00
fcd8cb56-6c8a-4b53-a3f9-f2ac79f60b97,d9eba323-ee07-4293-ab89-cf6b66bda8f6,542.06,2026-08-07 20:00:00
a3b1e9cf-2957-4288-91a1-74d1748273ea,33ca0ff4-341f-4479-9395-5b601a127352,77.88,2026-08-11 03:00:00
2a49865d-c1c4-4065-aeb0-d116ba8d5a67,33ca0ff4-341f-4479-9395-5b601a127352,73.06,2026-07-26 13:00:00
717fe70c-341e-4fc8-8638-819f48f5c440,cdaf67ec-e200-42ac-a911-71c43092eddb,789.4,2026-08-03 14:00:00
a010bde8-3bdf-4300-9b1e-9869f5e9e460,cdaf67ec-e200-42ac-a911-71c43092eddb,819.34,2026-08-01 03:00:00
e2300c70-59ca-4e75-b72e-42082d68688f,559f23f3-db81-4870-be53-05e975fcb93b,848.24,2026-08-30 05:00:00
4f4985a9-a51d-4540-8dfb-b7a975ed0f5b,559f23f3-db81-4870-be53-05e975fcb93b,840.02,2026-08-17 14:00:00
27759dc4-cce0-48cd-b2f7-e2f0433b06b2,869f18f3-9c5b-4e0e-be6b-5c51b9fae293,291.43,2026-07-22 08:00:00
17f6aa20-7050-43d7-b71c-86b32c13c716,869f18f3-9c5b-4e0e-be6b-5c51b9fae293,302.35,2026-08-18 20:00:00
5a51411e-c0fd-44d2-b8ef-1d6eb2e75e44,e6d83dcf-ae43-4717-9022-f7d25df77cf6,515.3,2026-07-01 09:00:00
be613532-3ae9-4d3f-80be-82068ea33be1,e6d83dcf-ae43-4717-9022-f7d25df77cf6,480.19,2026-08-23 17:00:00
a091b6ee-ad73-41c9-9c50-2b0d83f03db6,7f45726d-e749-437e-9ec9-33df4ed4e394,299.61,2026-08-17 10:00:00
3e0cdcce-c675-459a-9cd2-ae5958b8bf5f,7f45726d-e749-437e-9ec9-33df4ed4e394,311.24,2026-07-14 12:00:00
6b22f322-6c5c-4367-b31c-d4dd65d5601e,20e9d72a-6caf-4f47-944a-27ee87c6937b,776.43,2026-07-29 21:00:00
060d4623-b219-4dad-bd16-04c3a42908b7,20e9d72a-6caf-4f47-944a-27ee87c6937b,768.83,2026-08-14 10:00:00
632e5981-bc5e-457d-b320-8db84666f45c,6c98efd4-4c0b-49ab-aabb-d533623663dc,749.55,2026-07-13 21:00:00
f889d540-9f1f-4d59-b2ae-502af227542b,6c98efd4-4c0b-49ab-aabb-d533623663dc,748.8,2026-07-28 23:00:00
3cd5282f-24c6-4667-bd0f-45e877c427f5,4931ea67-91ee-4aad-893c-9c0b7ae9c02f,633.33,2026-07-24 21:00:00
87ce65c4-b71b-49c8-9c7d-90fdef0364bf,4931ea67-91ee-4aad-893c-9c0b7ae9c02f,635.2,2026-07-20 08:00:00
71ef399d-b22d-45e1-903e-3ed26e6fef45,8e5f97a8-f275-4ca5-8294-8a189853d467,411.96,2026-08-12 23:00:00
699c8cc2-c324-4201-a033-bc6abdd2be3b,8e5f97a8-f275-4ca5-8294-8a189853d467,431.39,2026-08-10 21:00:00
457f9ff3-b7bf-4fcf-9747-2b1109338ce7,ec5fc059-44a0-4da6-8240-a069912da000,345.22,2026-07-28 13:00:00
b5f03629-4d00-49ad-99f8-0561905c3478,ec5fc059-44a0-4da6-8240-a069912da000,343.51,2026-07-20 13:00:00
7a4120ee-d41c-48f9-81f5-f86c97736918,ab32b50b-0ebb-4f39-b7e6-ba5c6436b490,845.43,2026-08-21 07:00:00
b583f966-f228-4f70-a1bf-4b40ba889d30,ab32b50b-0ebb-4f39-b7e6-ba5c6436b490,829.57,2026-08-08 04:00:00
0d5a0f0f-6728-4c72-b153-1c9fa7961585,a3d4eeb2-fb78-452b-b9d5-560f15ccdcdc,344.9,2026-07-07 13:00:00
13117ee9-6328-4746-bd5e-bfd49a868241,a3d4eeb2-fb78-452b-b9d5-560f15ccdcdc,350.25,2026-07-15 21:00:00
cf789f99-a7f4-4167-952c-ef650110c98b,422505ec-03d4-4fd1-ab85-9939b69ad1bb,178.09,2026-08-14 14:00:00
132faa87-2b64-470f-bb08-4847a25a9882,422505ec-03d4-4fd1-ab85-9939b69ad1bb,173.34,2026-08-01 06:00:00
993be4f2-efbc-408e-957b-4dab5491aaae,50c254d7-3efe-4d32-9895-c888771c9a10,145.6,2026-07-11 10:00:00
b1283248-ff12-4a33-91b6-177b9ac92fb7,50c254d7-3efe-4d32-9895-c888771c9a10,133.01,2026-08-26 16:00:00
899684a1-c480-43ec-9063-8a1facb1ada9,3237044f-cb26-43d4-855d-96d905daf51f,574.45,2026-07-17 11:00:00
177543b8-72d4-4037-9eee-6fb68a3aea60,3237044f-cb26-43d4-855d-96d905daf51f,546.8,2026-07-21 06:00:00
f60bfc80-c50d-433a-82a7-5fd6ec52ae3b,270798c4-e2fb-436a-9390-024a346dcdf9,794.8,2026-07-22 21:00:00
d1b519cb-cece-4cec-8663-8140d7f67d0a,270798c4-e2fb-436a-9390-024a346dcdf9,783.18,2026-07-31 01:00:00
aae65b65-422b-46aa-8962-2a1b06825694,77429f2e-cdc9-49eb-a908-d18c7e1d6fc1,520.35,2026-07-21 20:00:00
c9366cdf-4061-4a9b-be37-446d1859db31,77429f2e-cdc9-49eb-a908-d18c7e1d6fc1,538.22,2026-08-19 16:00:00
157ad127-1dd4-49df-94af-8e8cb23537d3,ea9c3071-45b6-4649-bcdd-0521417c5e64,356.18,2026-07-23 03:00:00
7d722093-6b63-4387-9146-bdab69f21af5,ea9c3071-45b6-4649-bcdd-0521417c5e64,325.66,2026-08-07 09:00:00
f6725887-5919-4a50-89ac-101d1252a87b,49160834-b0da-4ea7-a32c-8613224da7ae,582.62,2026-07-18 23:00:00
03939ac6-a45b-4067-8cd4-6ff89467c8ed,49160834-b0da-4ea7-a32c-8613224da7ae,566.84,2026-08-26 22:00:00
8d5d21cf-495c-4a29-ba5d-70350a22de9c,5a94caec-8e5e-47ae-91b2-5e77e3443b9b,198.61,2026-08-20 03:00:00
ef4a01f6-5b37-4107-bb83-31a52e680417,5a94caec-8e5e-47ae-91b2-5e77e3443b9b,197.69,2026-08-09 02:00:00
a6af61bb-e59c-46a1-86b2-2ffb8cdd0700,6e583da3-fb77-4e68-80ed-6e1f370e16fc,265.28,2026-07-30 12:00:00
097c0c83-1a09-4fd8-b623-9b1c6fae96fb,6e583da3-fb77-4e68-80ed-6e1f370e16fc,254.16,2026-07-02 23:00:00
72325478-7e2d-4519-9c82-3285639a69a3,a0cd1c20-ca5b-4bb3-8c75-39b54d8149c7,195.12,2026-07-28 04:00:00
87e0d74f-8add-4197-abed-6879c4f55f57,a0cd1c20-ca5b-4bb3-8c75-39b54d8149c7,203.73,2026-07-28 03:00:00
7adc50cf-0478-42dd-b8be-2c3e0de1219d,1fc44eb7-5b62-4358-83dc-20c7f261191f,840.34,2026-08-15 01:00:00
189358b5-047b-49a8-9c7c-53f27a198e1d,1fc44eb7-5b62-4358-83dc-20c7f261191f,852.5,2026-08-30 06:00:00
b7272c1f-149c-44d4-ba90-0c44bd45bc4b,ccad1413-18f1-4728-929c-06b41cc1a7fb,34.44,2026-08-12 07:00:00
b36676b7-f38a-4b2e-a88f-8aac1953bccb,ccad1413-18f1-4728-929c-06b41cc1a7fb,35.49,2026-07-18 19:00:00
ff50d3da-9754-4021-8983-99de96f04b32,396e0399-d4c5-4944-beaa-ef9c3365f592,328.44,2026-07-21 00:00:00
75baabbd-af95-41e4-829f-8c124fc7ed3e,396e0399-d4c5-4944-beaa-ef9c3365f592,323.44,2026-08-01 20:00:00
3c0de450-da3b-411c-ad23-6189d1ab37d8,ef9af988-4c1b-48e6-940f-8736d85da3fd,807.37,2026-08-17 05:00:00
9a9f8286-2c49-4cd4-bbf1-54d96860014d,ef9af988-4c1b-48e6-940f-8736d85da3fd,814.58,2026-08-09 21:00:00
ea1f9278-c22b-4623-a71d-d72b966afac8,c8665432-4804-4046-8617-8f959b0fc82f,464.62,2026-07-25 06:00:00
5c859880-5be2-4167-a6e8-176daeeac057,c8665432-4804-4046-8617-8f959b0fc82f,449.15,2026-08-06 17:00:00
66829d76-3ce8-4a77-8515-5c271fe3ca1c,4bf256a4-347a-4921-8b6f-8b3c9153aab9,678.78,2026-07-20 15:00:00
a6aedde7-6232-4f65-aa21-095ae4377199,4bf256a4-347a-4921-8b6f-8b3c9153aab9,656.14,2026-07-10 06:00:00
d80240d5-0c38-4e7a-8d1c-b66c6a73d963,92092caa-821f-49ca-8393-c8b955e8e924,90.62,2026-08-06 09:00:00
633e8bdf-fa57-4dc4-902b-804f49d92dc0,92092caa-821f-49ca-8393-c8b955e8e924,103.33,2026-08-22 19:00:00
023c29e1-3a8e-415e-98f0-438021d203f5,e30099df-5481-4cc7-944f-0c1e156cdef5,247.97,2026-08-11 13:00:00
51109a16-ac5e-4604-9703-59310dab6b4b,e30099df-5481-4cc7-944f-0c1e156cdef5,276.11,2026-08-01 17:00:00
1d9805df-9fbe-4960-872b-07fceff3a3ee,6f635040-2fb8-4f38-880c-41e280c906d2,562.8,2026-07-20 23:00:00
f6dbf655-2a10-41be-849f-95d0f4c67ecc,6f635040-2fb8-4f38-880c-41e280c906d2,571.83,2026-07-27 14:00:00
6c1b02cc-0628-42fc-a4b0-7fa969a289ea,47cbbcce-8d72-4c22-989f-8faa0573f207,132.42,2026-08-21 01:00:00
86502c44-fae0-46c1-a722-7b0a9a471627,47cbbcce-8d72-4c22-989f-8faa0573f207,121.94,2026-07-29 13:00:00
64349d9d-99f9-4d44-ae55-df6e396f983b,f3f6c7c8-a890-4cd8-b836-79fc445c7ce5,198.64,2026-08-04 18:00:00
bd58c49b-c74c-4177-85a1-bae328cc0d5f,f3f6c7c8-a890-4cd8-b836-79fc445c7ce5,219.33,2026-08-08 11:00:00
39dd524d-6f16-4507-979a-23915048db1d,6fedebc0-7432-4a92-b369-e2960ad1fe14,227.27,2026-07-29 21:00:00
e1830491-afbc-4cc7-9c8e-740b97010a8b,6fedebc0-7432-4a92-b369-e2960ad1fe14,218.55,2026-07-31 13:00:00
66b9fe0a-a98e-4fb7-aa0f-a5b71a81e752,ff5ad225-6610-4e8c-bddc-6554798b0691,311.18,2026-08-30 09:00:00
4e50b74d-978c-42bf-8625-641d5a95b78c,ff5ad225-6610-4e8c-bddc-6554798b0691,319.59,2026-07-22 14:00:00
4d83dcdc-3638-4cb5-a70a-7d3c530f8ade,d56340ea-08b5-4950-9483-6047556bab01,158.55,2026-08-01 08:00:00
c71215fb-1b54-4afe-b9fb-44dcf4bd15e1,d56340ea-08b5-4950-9483-6047556bab01,151.73,2026-08-11 01:00:00
9ac21da7-2c76-4799-83ed-b0c76ca198e2,af6cb167-0698-43e0-82a9-f9cca8603636,401.16,2026-08-05 08:00:00
ffefdbe5-de6e-4f1e-865e-4c3717a18d42,af6cb167-0698-43e0-82a9-f9cca8603636,391.23,2026-08-21 12:00:00
56fc2beb-b28f-4a4a-8901-ead91f65c9f7,44f23068-cd57-4040-b70a-6b9109f4b684,86.04,2026-07-07 22:00:00
aca170cd-7add-4f81-9f17-f4917cbe04a4,44f23068-cd57-4040-b70a-6b9109f4b684,92.06,2026-08-28 07:00:00
da24304b-6b65-4497-acc0-ffc564af2b31,8b37eb50-a138-4677-9897-112830ada2fa,619.27,2026-08-02 19:00:00
c2800c6c-ce60-45a3-a191-1fe464db834d,8b37eb50-a138-4677-9897-112830ada2fa,642.26,2026-07-05 07:00:00
2ccfb53c-2f24-45e1-98de-1ed7133f9426,27303ba5-66b1-4be3-ab69-c4ed543a87d0,633.39,2026-07-19 13:00:00
61aa1ec8-5709-48c0-a49a-50cfb0528b21,27303ba5-66b1-4be3-ab69-c4ed543a87d0,647.47,2026-07-27 20:00:00
de43c7c8-4d19-44ac-a348-3b3b26d80627,f1e6878b-0271-4066-ac9d-a3baf9292b5a,450.9,2026-08-04 00:00:00
eead977f-ca02-4965-b104-b1c9b72b7a23,f1e6878b-0271-4066-ac9d-a3baf9292b5a,464.74,2026-08-08 17:00:00
2bfda5b4-1046-456c-befa-77f10e501fd5,8e9ad8d6-bbe3-42e6-b59d-c57d8cd34002,344.86,2026-08-07 11:00:00
e0aef5cf-85a9-4c52-9528-d9b66c32e7fd,8e9ad8d6-bbe3-42e6-b59d-c57d8cd34002,362.52,2026-08-18 21:00:00
ad879f76-caee-4f9c-ac3a-67b16f6785b1,97779ab1-e579-4692-8f00-e1dc154ed958,616.09,2026-07-20 04:00:00
ba42a3b0-af5a-44aa-8872-2cf70ed173ca,97779ab1-e579-4692-8f00-e1dc154ed958,607.63,2026-08-10 14:00:00
a4cafd0a-398d-4cc6-8b46-f5eec491adff,fa1aecf7-037f-47bd-b4de-99d2122bc13d,327.47,2026-07-24 02:00:00
3595defa-91d6-4c1e-af9f-ef50e2c04f8f,fa1aecf7-037f-47bd-b4de-99d2122bc13d,357.14,2026-08-18 12:00:00
1ec62c2a-0a51-472a-a88e-529ff2eb920b,60baf2d2-bbdb-47a1-9237-e68b7ec7a094,571.6,2026-07-29 01:00:00
3ee358a9-fa32-479a-b956-6605eec45bc3,60baf2d2-bbdb-47a1-9237-e68b7ec7a094,579.47,2026-07-06 21:00:00
a600bef9-44a9-434c-b152-06499c0e0020,81efdd25-5a99-4a60-9b69-cb8b86e21ef2,318.17,2026-07-10 06:00:00
760200de-b738-4092-9d8f-2481935fc2a0,81efdd25-5a99-4a60-9b69-cb8b86e21ef2,309.49,2026-07-22 19:00:00
b1730aeb-721f-4758-967f-faa61dc38ea9,125a245d-2ab5-46a9-95f0-92b3b5d73989,190.59,2026-07-23 21:00:00
1a530e31-b3e9-462f-a06b-1583da6a75c7,125a245d-2ab5-46a9-95f0-92b3b5d73989,220.85,2026-07-04 11:00:00
c5a26f5d-bded-4d39-816a-ae95278efe3a,00544a8a-688a-4b78-a754-abbc9386afaf,766.16,2026-08-09 05:00:00
38a10bd4-a996-4272-83a1-c09fcc3d7290,00544a8a-688a-4b78-a754-abbc9386afaf,769.7,2026-08-10 13:00:00
0da7e408-facd-4dcc-95d0-aaaab077bf97,3564d5d0-f491-4323-9a6a-d52f6afd1a41,152.44,2026-08-28 04:00:00
2da05495-233b-4e3e-8e32-c3626946adfa,3564d5d0-f491-4323-9a6a-d52f6afd1a41,147.11,2026-08-16 08:00:00
db3d478f-1d20-40b8-83ec-c976caad524a,d95d9ccf-47dd-4781-b76f-e3e52d1185d5,603.3,2026-07-20 12:00:00
82a281e2-b699-4c79-a3b8-e418ef3d2cfc,d95d9ccf-47dd-4781-b76f-e3e52d1185d5,609.51,2026-08-28 13:00:00
fd1473d9-9c4b-4b7d-8682-f2454588ba9e,85faaddd-45d9-4929-af68-751a3f66c6c9,178.8,2026-08-04 18:00:00
07a68607-ae73-4131-8821-0dd53a86e648,85faaddd-45d9-4929-af68-751a3f66c6c9,193.88,2026-07-18 07:00:00
b16603a3-b16e-4104-928b-9dd371b3b0cc,5793ba56-8e34-4e34-b966-1f2162323265,596.42,2026-07-09 21:00:00
2de8770d-db67-4295-bfa5-b39cfddb4ebe,5793ba56-8e34-4e34-b966-1f2162323265,606.47,2026-08-10 05:00:00
46f0236d-6321-4f9e-b85a-8adb8deba900,65b1f55a-fba2-46e1-9a31-7d27fffe1440,263.07,2026-08-29 00:00:00
03da0af4-1ecb-44e9-9e42-c3909003cf47,65b1f55a-fba2-46e1-9a31-7d27fffe1440,280.09,2026-07-23 02:00:00
65569582-023b-44ba-9ef9-c5c29bb84bee,60077006-c0e9-4fba-b897-bc0480620478,533.03,2026-07-30 08:00:00
b9b543ff-e917-4a85-b04e-119544c71963,60077006-c0e9-4fba-b897-bc0480620478,537.98,2026-07-18 11:00:00
